Date,Product_ID,Category,Region,Units_Sold,Customer_ID,Customer_Age,Purchase_Frequency,Revenue,Churn
2022-03-26,1061,Electronics,North,21,2044,43,10,25200,0
2022-03-27,1099,Grocery,West,22,2492,35,3,3300,0
2022-03-28,1013,Grocery,West,26,2315,38,8,3900,0
2022-03-29,1094,Grocery,East,22,2188,58,9,3300,0
2022-03-30,1047,Electronics,West,22,2051,58,2,26400,0
2022-03-31,1014,Fashion,North,29,2563,59,1,23200,0
2022-04-01,1071,Electronics,South,15,2331,50,8,18000,0
2022-04-02,1077,Grocery,East,23,2498,60,10,3450,0
2022-04-03,1086,Electronics,West,19,2976,31,6,22800,0
2022-04-04,1061,Electronics,East,18,2317,27,10,21600,0
2022-04-05,1039,Grocery,East,10,2409,45,1,1500,1
2022-04-06,1084,Grocery,West,19,2322,31,3,2850,0
2022-04-07,1079,Electronics,East,17,2590,36,9,20400,0
2022-04-08,1081,Electronics,West,24,2560,43,9,28800,0
2022-04-09,1052,Grocery,North,22,2229,27,6,3300,0
2022-04-10,1023,Fashion,West,15,2343,34,3,12000,0
2022-04-11,1025,Fashion,South,20,2370,51,8,16000,0
2022-04-12,1088,Electronics,West,19,2989,31,6,22800,0
2022-04-13,1059,Grocery,South,20,2555,43,1,3000,0
2022-04-14,1040,Electronics,East,16,2291,51,6,19200,0
2022-04-15,1028,Electronics,West,9,2436,36,13,10800,0
2022-04-16,1014,Grocery,South,21,2246,41,5,3150,0
2022-04-17,1044,Grocery,West,21,2939,48,8,3150,0
2022-04-18,1064,Electronics,West,16,2218,57,13,19200,0
2022-04-19,1088,Electronics,West,15,2533,23,2,18000,0
2022-04-20,1070,Electronics,North,19,2641,37,12,22800,0
2022-04-21,1008,Fashion,South,17,2518,56,7,13600,0
2022-04-22,1087,Fashion,North,13,2783,62,6,10400,0
2022-04-23,1000,Electronics,North,21,2471,51,1,25200,0
2022-04-24,1007,Electronics,South,24,2349,39,12,28800,0
2022-04-25,1087,Fashion,West,9,2043,24,8,7200,0
2022-04-26,1062,Fashion,North,18,2751,50,6,14400,0
2022-04-27,1010,Grocery,North,11,2877,23,13,1650,0
2022-04-28,1080,Electronics,North,14,2064,33,3,16800,0
2022-04-29,1007,Electronics,West,21,2245,25,5,25200,0
2022-04-30,1034,Grocery,North,13,2986,62,7,1950,0
2022-05-01,1034,Grocery,East,10,2584,40,9,1500,0
2022-05-02,1032,Electronics,South,15,2070,35,4,18000,0
2022-05-03,1004,Grocery,East,23,2708,31,12,3450,0
2022-05-04,1040,Electronics,West,19,2700,53,14,22800,0
2022-05-05,1027,Fashion,North,25,2157,32,2,20000,0
2022-05-06,1006,Electronics,South,23,2937,22,3,27600,0
2022-05-07,1072,Electronics,North,19,2474,63,7,22800,0
2022-05-08,1071,Grocery,West,20,2841,32,8,3000,0
2022-05-09,1011,Grocery,South,10,2024,28,5,1500,0
2022-05-10,1033,Fashion,East,15,2849,19,3,12000,0
2022-05-11,1032,Grocery,South,25,2582,40,1,3750,0
2022-05-12,1047,Electronics,North,18,2824,41,10,21600,0
2022-05-13,1022,Grocery,South,21,2222,35,13,3150,0
2022-05-14,1061,Electronics,West,20,2159,21,1,24000,0
2022-05-15,1087,Fashion,West,15,2817,32,11,12000,0
2022-05-16,1036,Grocery,South,20,2074,29,2,3000,0
2022-05-17,1098,Grocery,West,25,2137,20,5,3750,0
2022-05-18,1043,Electronics,West,27,2917,49,3,32400,0
2022-05-19,1085,Grocery,West,25,2478,53,13,3750,0
2022-05-20,1090,Fashion,East,25,2552,38,7,20000,0
2022-05-21,1034,Fashion,North,15,2302,23,2,12000,0
2022-05-22,1064,Electronics,West,28,2909,19,2,33600,0
2022-05-23,1098,Electronics,South,19,2386,26,3,22800,0
2022-05-24,1046,Fashion,West,22,2471,29,13,17600,0
2022-05-25,1077,Fashion,East,18,2333,61,12,14400,0
2022-05-26,1002,Electronics,South,27,2308,41,1,32400,0
2022-05-27,1000,Grocery,North,16,2527,31,2,2400,0
2022-05-28,1004,Electronics,South,23,2886,58,5,27600,0
2022-05-29,1089,Fashion,South,17,2700,29,3,13600,0
2022-05-30,1013,Electronics,South,19,2539,44,11,22800,0
2022-05-31,1026,Electronics,South,28,2162,27,10,33600,0
2022-06-01,1008,Fashion,West,32,2999,60,6,25600,0
2022-06-02,1078,Electronics,North,13,2897,19,2,15600,0
2022-06-03,1014,Grocery,West,23,2828,48,14,3450,0
2022-06-04,1089,Grocery,East,22,2951,45,8,3300,0
2022-06-05,1041,Electronics,East,15,2993,33,4,18000,0
2022-06-06,1076,Grocery,South,20,2054,18,3,3000,0
2022-06-07,1050,Grocery,West,19,2785,39,5,2850,0
2022-06-08,1062,Electronics,West,17,2454,18,14,20400,0
2022-06-09,1095,Grocery,North,17,2304,48,8,2550,0
2022-06-10,1051,Fashion,North,18,2101,39,9,14400,0
2022-06-11,1095,Fashion,North,15,2553,51,1,12000,0
2022-06-12,1003,Electronics,West,18,2774,29,4,21600,0
2022-06-13,1093,Electronics,North,23,2387,40,6,27600,0
2022-06-14,1022,Electronics,North,31,2682,45,6,37200,0
2022-06-15,1014,Grocery,North,26,2207,29,13,3900,0
2022-06-16,1042,Grocery,South,18,2314,44,9,2700,0
2022-06-17,1028,Grocery,East,21,2048,40,1,3150,0
2022-06-18,1035,Electronics,East,17,2571,18,13,20400,0
2022-06-19,1012,Electronics,West,23,2517,60,14,27600,0
2022-06-20,1031,Grocery,West,25,2147,19,5,3750,0
2022-06-21,1070,Grocery,South,16,2798,61,10,2400,0
2022-06-22,1058,Electronics,East,19,2210,48,1,22800,0
2022-06-23,1085,Grocery,North,16,2371,19,6,2400,0
2022-06-24,1027,Electronics,North,14,2661,42,9,16800,0
2022-06-25,1065,Fashion,West,23,2596,55,4,18400,0
2022-06-26,1041,Fashion,East,13,2977,36,10,10400,0
2022-06-27,1044,Electronics,West,16,2671,45,10,19200,0
2022-06-28,1061,Electronics,West,25,2046,23,9,30000,0
2022-06-29,1056,Grocery,North,22,2673,56,3,3300,0
2022-06-30,1005,Electronics,North,20,2498,36,11,24000,0
2022-07-01,1027,Grocery,East,19,2154,34,7,2850,0
2022-07-02,1027,Fashion,West,22,2229,23,5,17600,0
2022-07-03,1043,Grocery,South,13,2299,32,10,1950,0
2022-07-04,1083,Fashion,East,20,2157,39,1,16000,0
2022-07-05,1029,Grocery,West,21,2672,58,7,3150,0
2022-07-06,1061,Electronics,East,18,2922,51,8,21600,0
2022-07-07,1074,Grocery,East,19,2246,22,6,2850,0
2022-07-08,1091,Grocery,East,10,2567,40,1,1500,1
2022-07-09,1088,Grocery,South,17,2150,22,9,2550,0
2022-07-10,1061,Electronics,South,31,2298,61,7,37200,0
2022-07-11,1096,Electronics,North,17,2978,27,14,20400,0
2022-07-12,1000,Fashion,North,26,2053,21,6,20800,0
2022-07-13,1026,Electronics,West,17,2222,29,4,20400,0
2022-07-14,1061,Fashion,East,18,2765,64,3,14400,0
2022-07-15,1076,Fashion,West,9,2579,27,4,7200,0
2022-07-16,1002,Fashion,North,22,2564,47,1,17600,0
2022-07-17,1069,Grocery,South,19,2466,41,9,2850,0
2022-07-18,1071,Grocery,North,15,2756,22,2,2250,0
2022-07-19,1026,Fashion,West,20,2485,30,2,16000,0
2022-07-20,1008,Electronics,North,17,2551,53,3,20400,0
2022-07-21,1061,Grocery,West,22,2443,26,14,3300,0
2022-07-22,1036,Grocery,West,23,2853,35,13,3450,0
2022-07-23,1096,Grocery,West,17,2904,52,1,2550,0
2022-07-24,1050,Grocery,West,18,2862,48,10,2700,0
2022-07-25,1043,Electronics,North,18,2137,41,3,21600,0
2022-07-26,1023,Grocery,West,22,2777,60,4,3300,0
2022-07-27,1078,Fashion,West,20,2925,21,9,16000,0
2022-07-28,1058,Electronics,East,16,2649,58,5,19200,0
2022-07-29,1031,Fashion,West,22,2953,43,11,17600,0
2022-07-30,1095,Grocery,North,21,2291,61,6,3150,0
2022-07-31,1087,Fashion,West,24,2209,59,13,19200,0
2022-08-01,1051,Grocery,South,15,2683,27,1,2250,0
2022-08-02,1061,Fashion,South,19,2696,58,3,15200,0
2022-08-03,1057,Electronics,West,17,2810,59,14,20400,0
2022-08-04,1051,Fashion,South,15,2751,26,7,12000,0
2022-08-05,1011,Electronics,South,15,2210,18,7,18000,0
2022-08-06,1038,Fashion,North,18,2874,33,10,14400,0
2022-08-07,1001,Fashion,East,26,2662,63,13,20800,0
2022-08-08,1002,Electronics,South,15,2387,30,12,18000,0
2022-08-09,1055,Electronics,South,20,2395,55,12,24000,0
2022-08-10,1080,Fashion,East,22,2123,31,13,17600,0
2022-08-11,1058,Electronics,East,20,2560,57,1,24000,0
2022-08-12,1001,Fashion,South,18,2919,40,9,14400,0
2022-08-13,1001,Electronics,West,26,2908,35,1,31200,0
2022-08-14,1091,Electronics,South,25,2123,45,7,30000,0
2022-08-15,1053,Fashion,West,16,2067,37,12,12800,0
2022-08-16,1086,Grocery,West,19,2474,18,12,2850,0
2022-08-17,1095,Fashion,West,16,2357,29,2,12800,0
2022-08-18,1096,Electronics,East,24,2742,44,9,28800,0
2022-08-19,1000,Grocery,South,24,2455,60,12,3600,0
2022-08-20,1018,Grocery,South,18,2345,30,12,2700,0
2022-08-21,1001,Grocery,North,29,2929,21,9,4350,0
2022-08-22,1052,Grocery,East,20,2520,42,9,3000,0
2022-08-23,1043,Grocery,North,31,2777,23,4,4650,0
2022-08-24,1089,Grocery,North,19,2636,62,6,2850,0
2022-08-25,1031,Electronics,West,24,2882,39,13,28800,0
2022-08-26,1069,Fashion,East,26,2832,62,12,20800,0
2022-08-27,1031,Electronics,North,21,2623,55,2,25200,0
2022-08-28,1067,Grocery,South,15,2497,53,3,2250,0
2022-08-29,1054,Electronics,North,21,2327,20,6,25200,0
2022-08-30,1074,Grocery,East,15,2329,32,1,2250,0
2022-08-31,1055,Grocery,South,25,2565,28,7,3750,0
2022-09-01,1016,Electronics,South,15,2426,51,2,18000,0
2022-09-02,1037,Electronics,South,24,2442,44,8,28800,0
2022-09-03,1023,Electronics,West,21,2600,40,5,25200,0
2022-09-04,1068,Grocery,South,25,2094,34,7,3750,0
2022-09-05,1097,Fashion,West,19,2870,40,8,15200,0
2022-09-06,1069,Electronics,West,21,2761,51,3,25200,0
2022-09-07,1085,Grocery,North,18,2954,38,6,2700,0
2022-09-08,1010,Electronics,North,22,2450,50,12,26400,0
2022-09-09,1015,Grocery,South,26,2316,22,9,3900,0
2022-09-10,1096,Fashion,East,13,2486,34,4,10400,0
2022-09-11,1072,Electronics,South,22,2677,18,10,26400,0
2022-09-12,1058,Grocery,North,19,2738,24,7,2850,0
2022-09-13,1069,Electronics,South,15,2647,20,1,18000,0
2022-09-14,1079,Electronics,North,19,2895,43,12,22800,0
2022-09-15,1092,Electronics,South,18,2576,33,7,21600,0
2022-09-16,1002,Electronics,East,13,2004,33,9,15600,0
2022-09-17,1019,Grocery,South,23,2631,61,10,3450,0
2022-09-18,1058,Grocery,East,22,2370,58,8,3300,0
2022-09-19,1035,Grocery,East,11,2730,31,4,1650,0
2022-09-20,1018,Electronics,South,28,2876,61,3,33600,0
2022-09-21,1089,Electronics,East,24,2985,43,7,28800,0
2022-09-22,1066,Grocery,East,21,2554,44,13,3150,0
2022-09-23,1018,Fashion,North,29,2187,34,12,23200,0
2022-09-24,1019,Electronics,North,23,2025,61,1,27600,0
2022-09-25,1095,Fashion,East,21,2778,21,8,16800,0
2022-09-26,1070,Grocery,West,28,2161,34,14,4200,0
2022-09-27,1051,Grocery,South,17,2744,50,12,2550,0
2022-09-28,1032,Grocery,East,16,2129,47,1,2400,0
2022-09-29,1039,Electronics,South,26,2532,38,7,31200,0
2022-09-30,1038,Electronics,North,17,2882,34,6,20400,0
2022-10-01,1081,Grocery,South,19,2409,28,10,2850,0
2022-10-02,1000,Electronics,East,17,2639,47,8,20400,0
2022-10-03,1010,Fashion,East,16,2587,35,6,12800,0
2022-10-04,1091,Grocery,East,17,2072,37,5,2550,0
2022-10-05,1056,Electronics,East,26,2232,51,9,31200,0
2022-10-06,1088,Grocery,West,26,2854,58,4,3900,0
2022-10-07,1049,Electronics,West,22,2105,45,7,26400,0
2022-10-08,1022,Grocery,West,21,2900,26,6,3150,0
2022-10-09,1030,Grocery,East,13,2008,61,10,1950,0
2022-10-10,1093,Fashion,West,20,2630,48,6,16000,0
2022-10-11,1041,Fashion,South,16,2049,62,11,12800,0
2022-10-12,1098,Grocery,East,19,2521,33,12,2850,0
2022-10-13,1006,Grocery,North,24,2624,48,5,3600,0
2022-10-14,1015,Fashion,East,20,2441,46,2,16000,0
2022-10-15,1089,Electronics,South,18,2777,30,4,21600,0
2022-10-16,1059,Electronics,West,21,2589,40,1,25200,0
2022-10-17,1001,Electronics,East,19,2035,31,9,22800,0
2022-10-18,1000,Electronics,West,25,2201,56,9,30000,0
2022-10-19,1047,Grocery,East,20,2823,19,8,3000,0
2022-10-20,1011,Grocery,South,24,2117,29,4,3600,0
2022-10-21,1068,Grocery,East,22,2701,45,5,3300,0
2022-10-22,1036,Electronics,West,14,2753,49,1,16800,0
2022-10-23,1031,Grocery,West,24,2804,41,4,3600,0
2022-10-24,1008,Electronics,South,15,2168,54,4,18000,0
2022-10-25,1098,Grocery,East,16,2511,46,5,2400,0
2022-10-26,1018,Grocery,North,19,2229,59,2,2850,0
2022-10-27,1047,Electronics,East,26,2559,35,2,31200,0
2022-10-28,1079,Electronics,South,19,2149,20,12,22800,0
2022-10-29,1002,Electronics,North,16,2854,30,2,19200,0
2022-10-30,1019,Fashion,South,29,2207,30,11,23200,0
2022-10-31,1023,Fashion,East,15,2060,59,8,12000,0
2022-11-01,1053,Grocery,North,20,2842,46,13,3000,0
2022-11-02,1032,Electronics,South,14,2116,19,12,16800,0
2022-11-03,1023,Grocery,West,22,2238,45,2,3300,0
2022-11-04,1074,Grocery,North,19,2882,21,6,2850,0
2022-11-05,1071,Fashion,North,26,2866,22,2,20800,0
2022-11-06,1035,Electronics,South,14,2047,56,13,16800,0
2022-11-07,1037,Electronics,West,23,2447,58,8,27600,0
2022-11-08,1083,Grocery,North,19,2756,22,14,2850,0
2022-11-09,1098,Grocery,South,17,2467,25,1,2550,0
2022-11-10,1088,Electronics,North,21,2292,51,2,25200,0
2022-11-11,1098,Electronics,North,19,2424,42,14,22800,0
2022-11-12,1024,Grocery,North,14,2516,44,5,2100,0
2022-11-13,1092,Fashion,West,22,2611,24,6,17600,0
2022-11-14,1017,Fashion,East,25,2204,53,9,20000,0
2022-11-15,1081,Grocery,East,19,2179,49,6,2850,0
2022-11-16,1065,Grocery,West,23,2528,38,8,3450,0
2022-11-17,1053,Electronics,West,20,2089,64,12,24000,0
2022-11-18,1034,Grocery,South,21,2499,35,7,3150,0
2022-11-19,1079,Grocery,North,21,2107,19,1,3150,0
2022-11-20,1060,Grocery,West,22,2189,63,2,3300,0
2022-11-21,1040,Grocery,South,22,2179,59,4,3300,0
2022-11-22,1099,Electronics,East,16,2760,22,12,19200,0
2022-11-23,1032,Electronics,East,21,2762,61,1,25200,0
2022-11-24,1067,Electronics,East,19,2019,59,8,22800,0
2022-11-25,1032,Electronics,East,12,2358,55,4,14400,0
2022-11-26,1013,Electronics,South,16,2608,45,7,19200,0
2022-11-27,1020,Fashion,North,23,2733,48,7,18400,0
2022-11-28,1047,Grocery,South,26,2655,61,8,3900,0
2022-11-29,1019,Grocery,North,17,2006,41,9,2550,0
2022-11-30,1007,Fashion,East,26,2861,50,9,20800,0
2022-12-01,1006,Fashion,West,21,2321,56,14,16800,0
2022-12-02,1066,Grocery,West,26,2267,29,7,3900,0
2022-12-03,1016,Fashion,West,20,2426,56,9,16000,0
2022-12-04,1032,Electronics,North,15,2295,26,5,18000,0
2022-12-05,1047,Electronics,East,24,2512,32,10,28800,0
2022-12-06,1075,Grocery,South,15,2569,40,4,2250,0
2022-12-07,1058,Grocery,West,17,2386,61,3,2550,0
2022-12-08,1085,Grocery,North,23,2263,62,6,3450,0
2022-12-09,1021,Electronics,West,20,2089,39,10,24000,0
2022-12-10,1029,Electronics,South,13,2487,53,11,15600,0
2022-12-11,1037,Grocery,East,24,2586,27,9,3600,0
2022-12-12,1050,Electronics,South,15,2956,45,4,18000,0
2022-12-13,1053,Grocery,East,14,2852,52,14,2100,0
2022-12-14,1007,Grocery,East,16,2260,46,2,2400,0
2022-12-15,1026,Grocery,East,24,2487,22,11,3600,0
2022-12-16,1026,Fashion,West,12,2793,21,3,9600,0
2022-12-17,1097,Fashion,South,23,2340,32,3,18400,0
2022-12-18,1020,Grocery,West,24,2328,47,2,3600,0
2022-12-19,1029,Grocery,South,16,2400,43,13,2400,0
2022-12-20,1096,Grocery,North,24,2356,40,9,3600,0
2022-12-21,1027,Electronics,North,25,2754,56,4,30000,0
2022-12-22,1063,Electronics,South,26,2498,46,3,31200,0
2022-12-23,1096,Electronics,South,12,2833,39,14,14400,0
2022-12-24,1068,Grocery,South,22,2434,52,10,3300,0
2022-12-25,1060,Grocery,South,22,2118,64,6,3300,0
2022-12-26,1047,Fashion,East,16,2046,35,8,12800,0
2022-12-27,1018,Electronics,West,17,2167,52,11,20400,0
2022-12-28,1003,Electronics,East,16,2347,63,8,19200,0
2022-12-29,1034,Fashion,West,21,2503,50,10,16800,0
2022-12-30,1063,Electronics,West,25,2538,24,6,30000,0
2022-12-31,1048,Grocery,West,19,2295,51,5,2850,0
2023-01-01,1016,Grocery,East,20,2512,27,11,3000,0
2023-01-02,1043,Grocery,South,20,2173,41,7,3000,0
2023-01-03,1091,Electronics,East,21,2394,42,3,25200,0
2023-01-04,1029,Electronics,East,15,2678,61,12,18000,0
2023-01-05,1092,Electronics,West,29,2529,44,10,34800,0
2023-01-06,1045,Grocery,North,21,2602,23,2,3150,0
2023-01-07,1005,Grocery,North,17,2302,25,13,2550,0
2023-01-08,1098,Electronics,East,16,2201,38,8,19200,0
2023-01-09,1036,Grocery,West,23,2995,58,11,3450,0
2023-01-10,1023,Fashion,East,16,2532,36,12,12800,0
2023-01-11,1092,Electronics,East,21,2155,51,14,25200,0
2023-01-12,1045,Grocery,South,20,2896,56,9,3000,0
2023-01-13,1052,Grocery,West,14,2013,60,12,2100,0
2023-01-14,1094,Electronics,North,17,2019,40,6,20400,0
2023-01-15,1098,Electronics,North,14,2755,30,4,16800,0
2023-01-16,1059,Grocery,North,15,2888,59,6,2250,0
2023-01-17,1096,Fashion,East,16,2456,64,12,12800,0
2023-01-18,1062,Fashion,West,20,2172,56,7,16000,0
2023-01-19,1084,Grocery,South,14,2444,45,12,2100,0
2023-01-20,1031,Grocery,North,19,2922,23,8,2850,0
2023-01-21,1086,Grocery,West,16,2121,29,3,2400,0
2023-01-22,1032,Grocery,North,12,2496,20,12,1800,0
2023-01-23,1066,Grocery,South,20,2183,37,6,3000,0
2023-01-24,1017,Electronics,West,14,2819,58,14,16800,0
2023-01-25,1024,Grocery,East,25,2579,59,10,3750,0
2023-01-26,1094,Grocery,East,23,2804,62,6,3450,0
2023-01-27,1053,Grocery,North,20,2849,25,10,3000,0
2023-01-28,1057,Fashion,North,15,2670,43,7,12000,0
2023-01-29,1066,Electronics,West,14,2048,55,14,16800,0
2023-01-30,1045,Electronics,South,19,2180,45,4,22800,0
2023-01-31,1023,Electronics,North,14,2806,52,6,16800,0
2023-02-01,1031,Fashion,West,13,2393,61,2,10400,0
2023-02-02,1046,Grocery,South,26,2392,58,8,3900,0
2023-02-03,1085,Electronics,North,26,2347,58,3,31200,0
2023-02-04,1022,Grocery,North,19,2475,60,9,2850,0
2023-02-05,1065,Grocery,West,17,2140,55,8,2550,0
2023-02-06,1026,Fashion,North,26,2529,19,12,20800,0
2023-02-07,1001,Grocery,East,22,2651,24,6,3300,0
2023-02-08,1089,Grocery,South,16,2583,58,10,2400,0
2023-02-09,1016,Fashion,South,19,2470,42,2,15200,0
2023-02-10,1032,Electronics,East,17,2753,49,8,20400,0
2023-02-11,1008,Electronics,West,26,2772,29,11,31200,0
2023-02-12,1042,Grocery,East,11,2262,28,6,1650,0
2023-02-13,1047,Fashion,East,18,2142,27,11,14400,0
2023-02-14,1038,Grocery,South,30,2706,52,1,4500,0
2023-02-15,1092,Electronics,West,19,2145,61,6,22800,0
2023-02-16,1041,Electronics,North,13,2293,21,13,15600,0
2023-02-17,1025,Grocery,East,28,2537,59,5,4200,0
2023-02-18,1098,Electronics,East,22,2508,19,6,26400,0
2023-02-19,1049,Grocery,West,25,2421,61,13,3750,0
2023-02-20,1024,Fashion,East,28,2570,45,1,22400,0
2023-02-21,1023,Grocery,West,23,2563,60,4,3450,0
2023-02-22,1012,Grocery,North,14,2416,63,7,2100,0
2023-02-23,1059,Grocery,West,25,2660,64,13,3750,0
2023-02-24,1006,Electronics,North,25,2912,31,5,30000,0
2023-02-25,1056,Fashion,West,18,2106,61,6,14400,0
2023-02-26,1035,Grocery,East,16,2317,46,2,2400,0
2023-02-27,1044,Grocery,North,14,2058,19,8,2100,0
2023-02-28,1019,Grocery,East,26,2257,51,10,3900,0
2023-03-01,1064,Grocery,North,23,2959,50,4,3450,0
2023-03-02,1007,Grocery,West,19,2792,37,6,2850,0
2023-03-03,1015,Electronics,West,10,2424,64,3,12000,1
2023-03-04,1013,Fashion,West,14,2530,47,9,11200,0
2023-03-05,1075,Fashion,South,15,2165,59,13,12000,0
2023-03-06,1086,Grocery,South,21,2024,43,8,3150,0
2023-03-07,1014,Fashion,North,27,2934,37,14,21600,0
2023-03-08,1091,Electronics,South,15,2003,18,6,18000,0
2023-03-09,1097,Grocery,West,24,2002,18,9,3600,0
2023-03-10,1065,Grocery,South,26,2417,42,10,3900,0
2023-03-11,1031,Grocery,South,17,2361,50,9,2550,0
2023-03-12,1086,Grocery,East,16,2905,40,2,2400,0
2023-03-13,1062,Electronics,North,28,2368,28,9,33600,0
2023-03-14,1085,Electronics,North,19,2538,61,8,22800,0
2023-03-15,1050,Grocery,North,23,2879,32,2,3450,0
2023-03-16,1024,Electronics,South,19,2345,31,9,22800,0
2023-03-17,1057,Grocery,West,18,2730,18,5,2700,0
2023-03-18,1062,Electronics,East,28,2896,50,13,33600,0
2023-03-19,1061,Electronics,North,20,2043,23,12,24000,0
2023-03-20,1021,Grocery,South,21,2723,40,9,3150,0
2023-03-21,1057,Grocery,West,15,2563,43,3,2250,0
2023-03-22,1057,Fashion,East,18,2152,20,4,14400,0
2023-03-23,1085,Grocery,East,16,2201,63,1,2400,0
2023-03-24,1048,Electronics,North,25,2320,23,11,30000,0
